,charcount,wordcount,sentencecount,standby,number of standby,roadblock number,chars prodocued,words produced,sentences produced,chars deleted,words deleted,sentences deleted,change in charcount,change in wordcount,change in sentencecount,5rSUMMARY charcount,5rSUMMARY wordcount,5rSUMMARY sentencecount,5rSUMMARY standby,5rSUMMARY number of standby,5rSUMMARY roadblock number,5rSUMMARY words produced,5rSUMMARY sentences produced,5rSUMMARY words deleted,5rSUMMARY sentences deleted,5rSUMMARY change in wordcount,5rSUMMARY change in sentencecount
342,343,4635,812,44,False,87,23,45.0,8.0,0.0,45.0,8.0,0.0,0.0,0.0,0.0,752.4666666666667,41.65,0.2333333333333333,77.78333333333333,20.616666666666667,140.0,6.0,8.0,0.0,132.0,6.0
343,344,4655,816,45,False,87,23,20.0,4.0,1.0,20.0,4.0,1.0,0.0,0.0,0.0,754.7333333333333,41.766666666666666,0.2333333333333333,78.01666666666667,20.683333333333334,144.0,7.0,8.0,0.0,136.0,7.0
344,345,4671,817,45,False,87,23,16.0,1.0,0.0,16.0,1.0,0.0,0.0,0.0,0.0,757.0166666666667,41.88333333333333,0.2333333333333333,78.25,20.75,145.0,7.0,8.0,0.0,137.0,7.0
345,346,4672,819,45,False,87,23,1.0,2.0,0.0,1.0,2.0,0.0,0.0,0.0,0.0,759.3333333333334,42.0,0.2166666666666666,78.46666666666667,20.816666666666663,147.0,7.0,8.0,0.0,139.0,7.0
346,347,4706,822,45,False,87,23,34.0,3.0,0.0,34.0,3.0,0.0,0.0,0.0,0.0,761.6,42.11666666666667,0.2166666666666666,78.68333333333334,20.883333333333333,144.0,7.0,8.0,0.0,136.0,7.0
347,348,4736,825,45,False,87,23,30.0,3.0,0.0,30.0,3.0,0.0,0.0,0.0,0.0,763.8666666666667,42.23333333333333,0.2166666666666666,78.9,20.95,144.0,7.0,8.0,0.0,136.0,7.0
348,349,4759,830,45,False,87,23,23.0,5.0,0.0,23.0,5.0,0.0,0.0,0.0,0.0,766.2166666666667,42.35,0.2166666666666666,79.11666666666666,21.016666666666666,149.0,7.0,8.0,0.0,141.0,7.0
349,350,4776,836,45,False,87,23,17.0,6.0,0.0,17.0,6.0,0.0,0.0,0.0,0.0,768.6666666666666,42.46666666666667,0.2,79.31666666666666,21.08333333333333,155.0,7.0,8.0,0.0,147.0,7.0
350,351,4812,841,46,False,87,24,36.0,5.0,1.0,36.0,5.0,1.0,0.0,0.0,0.0,771.15,42.6,0.2,79.51666666666667,21.166666666666668,157.0,8.0,8.0,0.0,149.0,8.0
351,352,4841,849,46,False,87,24,29.0,8.0,0.0,29.0,8.0,0.0,0.0,0.0,0.0,773.6666666666666,42.73333333333333,0.2,79.71666666666667,21.25,159.0,8.0,8.0,0.0,151.0,8.0
352,353,4872,853,46,False,87,24,31.0,4.0,0.0,31.0,4.0,0.0,0.0,0.0,0.0,776.1333333333333,42.86666666666667,0.2,79.91666666666667,21.33333333333333,156.0,8.0,8.0,0.0,148.0,8.0
353,354,4887,856,46,False,87,24,15.0,3.0,0.0,15.0,3.0,0.0,0.0,0.0,0.0,778.65,42.98333333333333,0.2,80.11666666666666,21.416666666666668,159.0,7.0,8.0,0.0,151.0,7.0
354,355,4905,859,46,False,87,24,18.0,3.0,0.0,18.0,3.0,0.0,0.0,0.0,0.0,781.2166666666667,43.1,0.2,80.31666666666666,21.5,162.0,7.0,8.0,0.0,154.0,7.0
355,356,4936,863,47,False,87,24,31.0,4.0,1.0,31.0,4.0,1.0,0.0,0.0,0.0,783.85,43.23333333333333,0.1833333333333333,80.5,21.58333333333333,166.0,8.0,8.0,0.0,158.0,8.0
356,357,4954,868,47,False,87,24,18.0,5.0,0.0,18.0,5.0,0.0,0.0,0.0,0.0,786.55,43.36666666666667,0.1833333333333333,80.68333333333334,21.666666666666668,170.0,8.0,8.0,0.0,162.0,8.0
357,358,4998,875,47,False,87,24,44.0,7.0,0.0,44.0,7.0,0.0,0.0,0.0,0.0,789.3333333333334,43.5,0.1833333333333333,80.86666666666666,21.73333333333333,175.0,8.0,8.0,0.0,167.0,8.0
358,359,5002,877,48,False,87,24,4.0,2.0,1.0,4.0,2.0,1.0,0.0,0.0,0.0,792.1666666666666,43.65,0.1833333333333333,81.05,21.8,177.0,9.0,7.0,0.0,170.0,9.0
359,360,5002,877,48,False,87,24,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,794.9,43.8,0.1833333333333333,81.23333333333333,21.866666666666667,171.0,9.0,7.0,0.0,164.0,9.0
360,361,5002,877,48,True,88,24,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,797.55,43.93333333333333,0.2,81.43333333333334,21.933333333333334,166.0,8.0,7.0,0.0,159.0,8.0
361,362,5025,881,48,False,88,24,23.0,4.0,0.0,23.0,4.0,0.0,0.0,0.0,0.0,800.2,44.06666666666667,0.2,81.63333333333334,22.0,166.0,8.0,7.0,0.0,159.0,8.0
362,363,5037,884,48,False,88,24,12.0,3.0,0.0,12.0,3.0,0.0,0.0,0.0,0.0,802.8333333333334,44.2,0.2,81.83333333333333,22.066666666666663,165.0,8.0,7.0,0.0,158.0,8.0
363,364,5042,885,49,False,88,24,5.0,1.0,1.0,5.0,1.0,1.0,0.0,0.0,0.0,805.3833333333333,44.333333333333336,0.2,82.03333333333333,22.133333333333333,160.0,8.0,7.0,0.0,153.0,8.0
364,365,5042,885,49,False,88,24,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,807.8,44.46666666666667,0.2,82.23333333333333,22.2,152.0,8.0,7.0,0.0,145.0,8.0
365,366,5062,888,49,False,88,24,20.0,3.0,0.0,20.0,3.0,0.0,0.0,0.0,0.0,810.25,44.6,0.2,82.43333333333334,22.266666666666666,154.0,8.0,7.0,0.0,147.0,8.0
366,367,5090,895,49,False,88,24,28.0,7.0,0.0,28.0,7.0,0.0,0.0,0.0,0.0,812.9,44.71666666666667,0.2,82.63333333333334,22.33333333333333,161.0,7.0,2.0,0.0,159.0,7.0
367,368,5111,900,49,False,88,25,21.0,5.0,0.0,21.0,5.0,0.0,0.0,0.0,0.0,815.6,44.833333333333336,0.2,82.83333333333333,22.416666666666668,164.0,7.0,2.0,0.0,162.0,7.0
368,369,5127,904,49,False,88,25,16.0,4.0,0.0,16.0,4.0,0.0,0.0,0.0,0.0,818.2666666666667,44.95,0.2,83.03333333333333,22.5,162.0,7.0,2.0,0.0,160.0,7.0
369,370,5152,908,49,False,88,25,25.0,4.0,0.0,25.0,4.0,0.0,0.0,0.0,0.0,821.0166666666667,45.06666666666667,0.2,83.23333333333333,22.58333333333333,166.0,7.0,1.0,0.0,165.0,7.0
370,371,5178,913,50,False,88,25,26.0,5.0,1.0,26.0,5.0,1.0,0.0,0.0,0.0,823.8166666666667,45.2,0.2,83.43333333333334,22.666666666666668,169.0,8.0,1.0,0.0,168.0,8.0
371,372,5206,920,50,False,88,25,28.0,7.0,0.0,28.0,7.0,0.0,0.0,0.0,0.0,826.65,45.333333333333336,0.2,83.63333333333334,22.75,171.0,8.0,1.0,0.0,170.0,8.0
372,373,5241,927,50,False,88,25,35.0,7.0,0.0,35.0,7.0,0.0,0.0,0.0,0.0,829.55,45.46666666666667,0.2,83.83333333333333,22.83333333333333,175.0,8.0,1.0,0.0,174.0,8.0
373,374,5245,928,50,False,88,25,4.0,1.0,0.0,4.0,1.0,0.0,0.0,0.0,0.0,832.3833333333333,45.6,0.2,84.03333333333333,22.916666666666668,171.0,8.0,1.0,0.0,170.0,8.0
374,375,5268,931,50,False,88,25,23.0,3.0,0.0,23.0,3.0,0.0,0.0,0.0,0.0,835.1666666666666,45.71666666666667,0.2,84.23333333333333,22.98333333333333,168.0,7.0,1.0,0.0,167.0,7.0
375,376,5298,935,51,False,88,25,30.0,4.0,1.0,30.0,4.0,1.0,0.0,0.0,0.0,837.9333333333333,45.85,0.2,84.43333333333334,23.05,167.0,8.0,1.0,0.0,166.0,8.0
376,377,5325,941,51,False,88,25,27.0,6.0,0.0,27.0,6.0,0.0,0.0,0.0,0.0,840.7333333333333,45.98333333333333,0.2,84.63333333333334,23.116666666666667,169.0,8.0,1.0,0.0,168.0,8.0
377,378,5362,947,52,False,88,25,37.0,6.0,1.0,37.0,6.0,1.0,0.0,0.0,0.0,843.5166666666667,46.13333333333333,0.2,84.83333333333333,23.183333333333334,168.0,9.0,1.0,0.0,167.0,9.0
378,379,5389,952,52,False,88,25,27.0,5.0,0.0,27.0,5.0,0.0,0.0,0.0,0.0,846.3666666666667,46.28333333333333,0.2,85.03333333333333,23.25,172.0,9.0,1.0,0.0,171.0,9.0
379,380,5407,953,52,False,88,25,18.0,1.0,0.0,18.0,1.0,0.0,0.0,0.0,0.0,849.1333333333333,46.43333333333333,0.2,85.23333333333333,23.316666666666663,167.0,9.0,1.0,0.0,166.0,9.0
380,381,5441,959,52,False,88,25,34.0,6.0,0.0,34.0,6.0,0.0,0.0,0.0,0.0,852.0,46.583333333333336,0.2,85.43333333333334,23.383333333333333,173.0,9.0,1.0,0.0,172.0,9.0
381,382,5461,964,52,False,88,25,20.0,5.0,0.0,20.0,5.0,0.0,0.0,0.0,0.0,854.95,46.73333333333333,0.2,85.63333333333334,23.45,178.0,9.0,1.0,0.0,177.0,9.0
382,383,5477,968,52,False,88,25,16.0,4.0,0.0,16.0,4.0,0.0,0.0,0.0,0.0,857.8666666666667,46.88333333333333,0.2,85.83333333333333,23.516666666666666,176.0,9.0,1.0,0.0,175.0,9.0
383,384,5501,973,52,False,88,25,24.0,5.0,0.0,24.0,5.0,0.0,0.0,0.0,0.0,860.8166666666667,47.016666666666666,0.2,86.03333333333333,23.58333333333333,178.0,8.0,1.0,0.0,177.0,8.0
384,385,5497,974,52,False,88,25,-4.0,1.0,0.0,0.0,1.0,0.0,4.0,0.0,0.0,863.7833333333333,47.15,0.2,86.23333333333333,23.65,179.0,8.0,1.0,0.0,178.0,8.0
385,386,5497,974,52,False,88,25,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,866.75,47.28333333333333,0.1833333333333333,86.41666666666667,23.716666666666665,179.0,8.0,1.0,0.0,178.0,8.0
386,387,5497,974,52,True,89,25,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,869.7166666666667,47.41666666666666,0.1833333333333333,86.6,23.78333333333333,179.0,8.0,1.0,0.0,178.0,8.0
387,388,5497,974,52,True,90,25,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,872.6833333333333,47.55,0.1833333333333333,86.78333333333333,23.85,179.0,8.0,1.0,0.0,178.0,8.0
388,389,5498,974,52,False,90,25,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,875.6666666666666,47.68333333333333,0.1833333333333333,86.96666666666667,23.916666666666668,179.0,8.0,0.0,0.0,179.0,8.0
389,390,5498,974,52,False,90,25,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,878.65,47.81666666666667,0.1833333333333333,87.15,23.98333333333333,179.0,8.0,0.0,0.0,179.0,8.0
390,391,5511,977,52,False,90,25,13.0,3.0,0.0,13.0,3.0,0.0,0.0,0.0,0.0,881.6833333333333,47.95,0.1666666666666666,87.31666666666666,24.05,182.0,8.0,0.0,0.0,182.0,8.0
391,392,5543,984,52,False,90,25,32.0,7.0,0.0,32.0,7.0,0.0,0.0,0.0,0.0,884.8333333333334,48.083333333333336,0.15,87.46666666666667,24.1,189.0,8.0,0.0,0.0,189.0,8.0
392,393,5558,988,52,False,90,25,15.0,4.0,0.0,15.0,4.0,0.0,0.0,0.0,0.0,888.05,48.21666666666667,0.1333333333333333,87.6,24.15,193.0,8.0,0.0,0.0,193.0,8.0
393,394,5574,987,53,False,90,25,16.0,-1.0,1.0,16.0,0.0,1.0,0.0,1.0,0.0,891.25,48.36666666666667,0.1166666666666666,87.71666666666667,24.183333333333334,193.0,9.0,1.0,0.0,192.0,9.0
394,395,5574,987,53,False,90,25,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,894.45,48.516666666666666,0.1,87.81666666666666,24.216666666666665,193.0,9.0,1.0,0.0,192.0,9.0
395,396,5575,986,53,False,90,25,1.0,-1.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,897.6333333333333,48.66666666666666,0.0833333333333333,87.9,24.25,193.0,9.0,2.0,0.0,191.0,9.0
396,397,5585,988,53,False,90,25,10.0,2.0,0.0,10.0,2.0,0.0,0.0,0.0,0.0,900.85,48.81666666666667,0.0666666666666666,87.96666666666667,24.28333333333333,195.0,9.0,2.0,0.0,193.0,9.0
397,398,5591,989,53,False,90,26,6.0,1.0,0.0,6.0,1.0,0.0,0.0,0.0,0.0,904.0833333333334,48.96666666666667,0.05,88.01666666666667,24.33333333333333,196.0,9.0,2.0,0.0,194.0,9.0
398,399,5591,989,53,False,90,26,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,907.25,49.11666666666667,0.05,88.06666666666666,24.383333333333333,192.0,9.0,2.0,0.0,190.0,9.0
399,400,5591,989,53,True,91,27,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,910.4166666666666,49.266666666666666,0.0666666666666666,88.13333333333334,24.45,192.0,9.0,2.0,0.0,190.0,9.0
400,401,5591,989,53,True,92,27,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,913.5666666666668,49.41666666666666,0.0833333333333333,88.21666666666667,24.516666666666666,191.0,9.0,2.0,0.0,189.0,9.0
401,402,5591,989,53,True,93,27,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,916.65,49.56666666666667,0.1,88.31666666666666,24.58333333333333,187.0,9.0,2.0,0.0,185.0,9.0
402,403,5612,993,53,False,93,27,21.0,4.0,0.0,21.0,4.0,0.0,0.0,0.0,0.0,919.6666666666666,49.71666666666667,0.1,88.41666666666667,24.65,183.0,9.0,2.0,0.0,181.0,9.0
403,404,5616,995,53,False,93,27,4.0,2.0,0.0,4.0,2.0,0.0,0.0,0.0,0.0,922.65,49.85,0.1,88.51666666666667,24.716666666666665,181.0,8.0,2.0,0.0,179.0,8.0
404,405,5616,995,53,False,93,27,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,925.6166666666668,49.98333333333333,0.1,88.61666666666666,24.78333333333333,180.0,8.0,2.0,0.0,178.0,8.0
405,406,5649,1000,53,False,93,27,33.0,5.0,0.0,33.0,5.0,0.0,0.0,0.0,0.0,928.6333333333332,50.11666666666667,0.1,88.71666666666667,24.85,183.0,8.0,2.0,0.0,181.0,8.0
406,407,5674,1004,54,False,93,27,25.0,4.0,1.0,25.0,4.0,1.0,0.0,0.0,0.0,931.6666666666666,50.266666666666666,0.1,88.81666666666666,24.916666666666668,184.0,9.0,2.0,0.0,182.0,9.0
407,408,5674,1004,54,False,93,27,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,934.65,50.41666666666666,0.1,88.91666666666667,24.98333333333333,181.0,9.0,2.0,0.0,179.0,9.0
408,409,5696,1006,54,False,93,27,22.0,2.0,0.0,22.0,2.0,0.0,0.0,0.0,0.0,937.5833333333334,50.56666666666667,0.1,89.01666666666667,25.05,178.0,9.0,2.0,0.0,176.0,9.0
409,410,5707,1009,54,False,93,27,11.0,3.0,0.0,11.0,3.0,0.0,0.0,0.0,0.0,940.4666666666668,50.71666666666667,0.1,89.11666666666666,25.116666666666667,175.0,9.0,2.0,0.0,173.0,9.0
410,411,5723,1012,54,False,93,27,16.0,3.0,0.0,16.0,3.0,0.0,0.0,0.0,0.0,943.3166666666668,50.85,0.1,89.21666666666667,25.166666666666668,173.0,8.0,2.0,0.0,171.0,8.0
411,412,5736,1014,54,False,93,27,13.0,2.0,0.0,13.0,2.0,0.0,0.0,0.0,0.0,946.0666666666668,50.98333333333333,0.1,89.31666666666666,25.216666666666665,167.0,8.0,2.0,0.0,165.0,8.0
412,413,5756,1016,54,False,93,27,20.0,2.0,0.0,20.0,2.0,0.0,0.0,0.0,0.0,948.7833333333332,51.11666666666667,0.1,89.41666666666667,25.266666666666666,165.0,8.0,2.0,0.0,163.0,8.0
413,414,5771,1016,54,False,93,27,15.0,0.0,0.0,15.0,0.0,0.0,0.0,0.0,0.0,951.45,51.25,0.1,89.51666666666667,25.316666666666663,162.0,8.0,2.0,0.0,160.0,8.0
414,415,5803,1025,55,False,93,27,32.0,9.0,1.0,32.0,9.0,1.0,0.0,0.0,0.0,954.2166666666668,51.4,0.1,89.61666666666666,25.366666666666667,168.0,9.0,2.0,0.0,166.0,9.0
415,416,5803,1025,55,False,93,27,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,956.9166666666666,51.53333333333333,0.1,89.71666666666667,25.416666666666668,164.0,8.0,2.0,0.0,162.0,8.0
416,417,5803,1025,55,True,94,28,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,959.5333333333332,51.66666666666666,0.1166666666666666,89.83333333333333,25.48333333333333,159.0,8.0,2.0,0.0,157.0,8.0
417,418,5803,1025,55,True,95,28,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,962.0333333333332,51.8,0.1333333333333333,89.96666666666667,25.55,152.0,8.0,2.0,0.0,150.0,8.0
418,419,5803,1025,55,True,96,28,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,964.5,51.91666666666666,0.15,90.11666666666666,25.616666666666667,150.0,7.0,2.0,0.0,148.0,7.0
419,420,5803,1025,55,True,97,28,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,966.9666666666668,52.03333333333333,0.1666666666666666,90.28333333333332,25.683333333333334,150.0,7.0,2.0,0.0,148.0,7.0
420,421,5803,1025,55,True,98,28,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,969.4333333333332,52.15,0.1666666666666666,90.45,25.75,150.0,7.0,2.0,0.0,148.0,7.0
421,422,5803,1025,55,True,99,28,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,971.8333333333334,52.266666666666666,0.1833333333333333,90.63333333333334,25.816666666666663,146.0,7.0,2.0,0.0,144.0,7.0
422,423,5803,1025,55,True,100,28,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,974.1833333333332,52.38333333333333,0.2,90.83333333333331,25.883333333333333,143.0,7.0,2.0,0.0,141.0,7.0
423,424,5803,1025,55,True,101,28,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,976.5166666666668,52.48333333333333,0.2166666666666666,91.05,25.95,142.0,6.0,2.0,0.0,140.0,6.0
424,425,5803,1025,55,True,102,28,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,978.85,52.583333333333336,0.2333333333333333,91.28333333333332,26.016666666666666,142.0,6.0,2.0,0.0,140.0,6.0
425,426,5803,1025,55,True,103,28,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,981.1333333333332,52.68333333333333,0.25,91.53333333333332,26.08333333333333,139.0,6.0,2.0,0.0,137.0,6.0
426,427,5803,1025,55,True,104,28,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,983.3,52.78333333333333,0.2666666666666666,91.8,26.15,132.0,6.0,2.0,0.0,130.0,6.0
427,428,5803,1025,55,True,105,28,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,985.3833333333332,52.88333333333333,0.2833333333333333,92.08333333333331,26.2,127.0,6.0,2.0,0.0,125.0,6.0
428,429,5803,1025,55,True,106,28,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,987.4,52.98333333333333,0.3,92.38333333333334,26.25,123.0,6.0,2.0,0.0,121.0,6.0
429,430,5803,1025,55,True,107,29,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,989.35,53.083333333333336,0.3166666666666666,92.7,26.316666666666663,119.0,6.0,2.0,0.0,117.0,6.0
430,431,5803,1025,55,True,108,29,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,991.2166666666668,53.16666666666666,0.3333333333333333,93.03333333333332,26.383333333333333,114.0,5.0,2.0,0.0,112.0,5.0
431,432,5803,1025,55,True,109,29,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,992.9666666666668,53.25,0.35,93.38333333333334,26.45,107.0,5.0,2.0,0.0,105.0,5.0
432,433,5803,1025,55,True,110,29,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,994.6,53.333333333333336,0.3666666666666666,93.75,26.516666666666666,100.0,5.0,2.0,0.0,98.0,5.0
433,434,5803,1025,55,True,111,29,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,996.2166666666668,53.41666666666666,0.3833333333333333,94.13333333333334,26.58333333333333,99.0,5.0,2.0,0.0,97.0,5.0
434,435,5803,1025,55,True,112,29,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,997.7833333333332,53.5,0.4,94.53333333333332,26.65,96.0,5.0,2.0,0.0,94.0,5.0
435,436,5803,1025,55,True,113,29,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,999.2833333333332,53.56666666666667,0.4166666666666667,94.95,26.716666666666665,92.0,4.0,2.0,0.0,90.0,4.0
436,437,5803,1025,55,True,114,29,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1000.6833333333332,53.63333333333333,0.4333333333333333,95.38333333333334,26.78333333333333,86.0,4.0,2.0,0.0,84.0,4.0
437,438,5803,1025,55,True,115,29,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1001.9833333333332,53.68333333333333,0.45,95.83333333333331,26.85,80.0,3.0,2.0,0.0,78.0,3.0
438,439,5803,1025,55,True,116,29,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1003.2,53.73333333333333,0.4666666666666667,96.3,26.916666666666668,75.0,3.0,2.0,0.0,73.0,3.0
439,440,5794,1021,55,False,116,29,-9.0,-4.0,0.0,0.0,0.0,0.0,9.0,4.0,0.0,1004.3333333333334,53.78333333333333,0.4666666666666667,96.76666666666668,26.98333333333333,74.0,3.0,6.0,0.0,68.0,3.0
440,441,5799,1022,55,False,116,29,5.0,1.0,0.0,5.0,1.0,0.0,0.0,0.0,0.0,1005.3833333333332,53.833333333333336,0.4666666666666667,97.23333333333332,27.05,69.0,3.0,6.0,0.0,63.0,3.0
441,442,5806,1025,55,False,116,29,7.0,3.0,0.0,7.0,3.0,0.0,0.0,0.0,0.0,1006.4,53.88333333333333,0.4666666666666667,97.7,27.116666666666667,67.0,3.0,6.0,0.0,61.0,3.0
442,443,5806,1025,55,False,116,29,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1007.35,53.93333333333333,0.4666666666666667,98.16666666666669,27.183333333333334,63.0,3.0,6.0,0.0,57.0,3.0
443,444,5835,1030,55,False,116,29,29.0,5.0,0.0,29.0,5.0,0.0,0.0,0.0,0.0,1008.3,53.98333333333333,0.4666666666666667,98.63333333333334,27.25,63.0,3.0,6.0,0.0,57.0,3.0
444,445,5835,1030,55,False,116,29,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1009.2333333333332,54.03333333333333,0.4666666666666667,99.1,27.316666666666663,62.0,3.0,6.0,0.0,56.0,3.0
445,446,5835,1030,55,True,117,29,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1010.1666666666666,54.083333333333336,0.4833333333333333,99.58333333333331,27.383333333333333,62.0,3.0,6.0,0.0,56.0,3.0
446,447,5834,1030,55,False,117,30,-1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1011.1,54.13333333333333,0.4666666666666667,100.05,27.466666666666665,62.0,3.0,6.0,0.0,56.0,3.0
447,448,5834,1030,55,False,117,30,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1012.0333333333332,54.18333333333333,0.45,100.5,27.55,62.0,3.0,6.0,0.0,56.0,3.0
448,449,5834,1030,55,True,118,30,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1012.9666666666668,54.23333333333333,0.4666666666666667,100.96666666666668,27.633333333333333,62.0,3.0,6.0,0.0,56.0,3.0
449,450,5834,1030,55,True,119,30,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1013.9,54.28333333333333,0.4833333333333333,101.45,27.716666666666665,62.0,3.0,6.0,0.0,56.0,3.0
450,451,5834,1030,55,True,120,30,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1014.7833333333332,54.333333333333336,0.5,101.95,27.8,59.0,3.0,6.0,0.0,53.0,3.0
451,452,5834,1030,55,True,121,30,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1015.55,54.38333333333333,0.5166666666666667,102.46666666666668,27.883333333333333,52.0,3.0,6.0,0.0,46.0,3.0
452,453,5834,1030,55,True,122,30,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1016.25,54.43333333333333,0.5333333333333333,103.0,27.966666666666665,48.0,3.0,6.0,0.0,42.0,3.0
453,454,5834,1030,55,True,123,30,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1016.9666666666668,54.46666666666667,0.55,103.55,28.05,48.0,2.0,5.0,0.0,43.0,2.0
454,455,5834,1030,55,True,124,30,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1017.6833333333332,54.5,0.5666666666666667,104.11666666666666,28.133333333333333,48.0,2.0,5.0,0.0,43.0,2.0
455,456,5834,1030,55,True,125,30,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1018.4166666666666,54.53333333333333,0.5833333333333334,104.7,28.216666666666665,48.0,2.0,4.0,0.0,44.0,2.0
456,457,5834,1030,55,True,126,30,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1019.1166666666668,54.56666666666667,0.6,105.3,28.3,46.0,2.0,4.0,0.0,42.0,2.0
